,day_date,age_group,verified_amount_boost_vaccinated,verified_amount_vaccinated,verified_amount_not_vaccinated,verified_boost_vaccinated_normalized,verified_vaccinated_normalized,verified_not_vaccinated_normalized
37,2021-02-01T00:00:00.000Z,מתחת לגיל 60,0,86,6937,0.0,17.0,97.4
38,2021-02-01T00:00:00.000Z,מעל גיל 60,0,129,285,0.0,16.1,39.2
39,2021-02-02T00:00:00.000Z,מתחת לגיל 60,0,93,6201,0.0,16.3,87.7
40,2021-02-02T00:00:00.000Z,כלל האוכלוסיה,0,226,6532,0.0,15.8,84.3
41,2021-02-02T00:00:00.000Z,מעל גיל 60,0,132,287,0.0,15.4,42.7
42,2021-02-03T00:00:00.000Z,כלל האוכלוסיה,0,177,6081,0.0,11.4,79.6
43,2021-02-03T00:00:00.000Z,מעל גיל 60,0,90,232,0.0,9.8,37.4
44,2021-02-03T00:00:00.000Z,מתחת לגיל 60,0,87,5785,0.0,13.7,82.5
45,2021-02-04T00:00:00.000Z,מתחת לגיל 60,0,77,5676,0.0,10.8,81.7
46,2021-02-04T00:00:00.000Z,כלל האוכלוסיה,0,196,5977,0.0,11.6,79.5
47,2021-02-04T00:00:00.000Z,מעל גיל 60,0,119,253,0.0,12.2,44.3
48,2021-02-05T00:00:00.000Z,מעל גיל 60,0,92,238,0.0,9.2,43.1
49,2021-02-05T00:00:00.000Z,מתחת לגיל 60,0,75,5074,0.0,9.9,73.4
50,2021-02-05T00:00:00.000Z,כלל האוכלוסיה,0,168,5344,0.0,9.6,71.6
51,2021-02-06T00:00:00.000Z,מתחת לגיל 60,0,32,2003,0.0,4.1,29.1
52,2021-02-06T00:00:00.000Z,כלל האוכלוסיה,0,66,2146,0.0,3.7,28.9
53,2021-02-06T00:00:00.000Z,מעל גיל 60,0,34,133,0.0,3.4,24.5
54,2021-02-07T00:00:00.000Z,מתחת לגיל 60,0,65,3450,0.0,7.9,50.4
55,2021-02-07T00:00:00.000Z,כלל האוכלוסיה,0,138,3626,0.0,7.4,49.2
56,2021-02-07T00:00:00.000Z,מעל גיל 60,0,71,160,0.0,6.9,30.6
57,2021-02-08T00:00:00.000Z,כלל האוכלוסיה,0,177,6475,0.0,9.4,88.5
58,2021-02-08T00:00:00.000Z,מעל גיל 60,0,108,284,0.0,10.4,55.5
59,2021-02-08T00:00:00.000Z,מתחת לגיל 60,0,69,6157,0.0,8.1,90.5
60,2021-02-09T00:00:00.000Z,מעל גיל 60,0,81,241,0.0,7.7,47.9
61,2021-02-09T00:00:00.000Z,כלל האוכלוסיה,0,148,5076,0.0,7.7,69.8
62,2021-02-09T00:00:00.000Z,מתחת לגיל 60,0,66,4799,0.0,7.6,70.9
63,2021-02-10T00:00:00.000Z,מעל גיל 60,0,55,215,0.0,5.2,43.6
64,2021-02-10T00:00:00.000Z,מתחת לגיל 60,0,52,4468,0.0,5.7,66.6
65,2021-02-10T00:00:00.000Z,כלל האוכלוסיה,0,107,4720,0.0,5.4,65.5
66,2021-02-11T00:00:00.000Z,כלל האוכלוסיה,0,92,4221,0.0,4.5,59.2
67,2021-02-11T00:00:00.000Z,מתחת לגיל 60,0,45,3986,0.0,4.7,59.9
68,2021-02-11T00:00:00.000Z,מעל גיל 60,0,47,205,0.0,4.4,42.4
69,2021-02-12T00:00:00.000Z,מתחת לגיל 60,0,51,3663,0.0,5.2,55.3
70,2021-02-12T00:00:00.000Z,כלל האוכלוסיה,0,91,3872,0.0,4.4,54.5
71,2021-02-12T00:00:00.000Z,מעל גיל 60,0,40,179,0.0,3.7,37.4
72,2021-02-13T00:00:00.000Z,מעל גיל 60,0,15,72,0.0,1.4,15.1
73,2021-02-13T00:00:00.000Z,כלל האוכלוסיה,0,29,1577,0.0,1.4,22.3
74,2021-02-13T00:00:00.000Z,מתחת לגיל 60,0,14,1493,0.0,1.4,22.6
75,2021-02-14T00:00:00.000Z,מתחת לגיל 60,0,35,2676,0.0,3.3,41.0
76,2021-02-14T00:00:00.000Z,כלל האוכלוסיה,0,69,2823,0.0,3.2,40.4
77,2021-02-14T00:00:00.000Z,מעל גיל 60,0,33,128,0.0,3.0,27.3
78,2021-02-15T00:00:00.000Z,מתחת לגיל 60,0,66,4100,0.0,5.9,63.6
79,2021-02-15T00:00:00.000Z,כלל האוכלוסיה,0,99,4345,0.0,4.5,62.9
80,2021-02-15T00:00:00.000Z,מעל גיל 60,0,33,215,0.0,3.0,46.7
81,2021-02-16T00:00:00.000Z,כלל האוכלוסיה,0,81,3776,0.0,3.6,55.3
82,2021-02-16T00:00:00.000Z,מעל גיל 60,0,43,165,0.0,3.9,36.4
83,2021-02-16T00:00:00.000Z,מתחת לגיל 60,0,38,3586,0.0,3.2,56.3
84,2021-02-17T00:00:00.000Z,כלל האוכלוסיה,0,101,3407,0.0,4.3,50.6
85,2021-02-17T00:00:00.000Z,מעל גיל 60,0,42,150,0.0,3.8,33.6
86,2021-02-17T00:00:00.000Z,מתחת לגיל 60,0,59,3216,0.0,4.7,51.1
87,2021-02-18T00:00:00.000Z,כלל האוכלוסיה,0,74,2741,0.0,3.1,41.2
88,2021-02-18T00:00:00.000Z,מעל גיל 60,0,36,111,0.0,3.2,25.2
89,2021-02-18T00:00:00.000Z,מתחת לגיל 60,0,38,2588,0.0,2.9,41.7
90,2021-02-19T00:00:00.000Z,מתחת לגיל 60,0,46,2920,0.0,3.4,47.3
91,2021-02-19T00:00:00.000Z,כלל האוכלוסיה,0,75,3086,0.0,3.0,46.7
92,2021-02-19T00:00:00.000Z,מעל גיל 60,0,29,143,0.0,2.6,32.7
93,2021-02-20T00:00:00.000Z,כלל האוכלוסיה,0,24,1016,0.0,1.0,15.5
94,2021-02-20T00:00:00.000Z,מתחת לגיל 60,0,10,961,0.0,0.7000000000000001,15.7
95,2021-02-20T00:00:00.000Z,מעל גיל 60,0,14,47,0.0,1.3,10.8
96,2021-02-21T00:00:00.000Z,מתחת לגיל 60,0,53,2295,0.0,3.7,37.8
97,2021-02-21T00:00:00.000Z,מעל גיל 60,0,22,131,0.0,2.0,30.6
98,2021-02-21T00:00:00.000Z,כלל האוכלוסיה,0,75,2441,0.0,2.9,37.6
99,2021-02-22T00:00:00.000Z,כלל האוכלוסיה,0,112,3917,0.0,4.2,61.1
100,2021-02-22T00:00:00.000Z,מתחת לגיל 60,0,65,3690,0.0,4.3,61.6
101,2021-02-22T00:00:00.000Z,מעל גיל 60,0,47,187,0.0,4.2,44.5
102,2021-02-23T00:00:00.000Z,מעל גיל 60,0,37,167,0.0,3.3,40.4
103,2021-02-23T00:00:00.000Z,מתחת לגיל 60,0,70,3331,0.0,4.4,56.3
104,2021-02-23T00:00:00.000Z,כלל האוכלוסיה,0,107,3527,0.0,3.9,55.8
105,2021-02-24T00:00:00.000Z,כלל האוכלוסיה,0,109,3433,0.0,3.9,54.9
106,2021-02-24T00:00:00.000Z,מתחת לגיל 60,0,62,3263,0.0,3.8,55.9
107,2021-02-24T00:00:00.000Z,מעל גיל 60,0,47,138,0.0,4.1,33.8
108,2021-02-25T00:00:00.000Z,כלל האוכלוסיה,0,102,2941,0.0,3.6,47.6
109,2021-02-25T00:00:00.000Z,מתחת לגיל 60,0,71,2780,0.0,4.1,48.2
110,2021-02-25T00:00:00.000Z,מעל גיל 60,0,31,136,0.0,2.7,33.8
111,2021-02-26T00:00:00.000Z,מעל גיל 60,0,27,118,0.0,2.4,29.5
112,2021-02-26T00:00:00.000Z,מתחת לגיל 60,0,67,2765,0.0,3.8,48.2
113,2021-02-26T00:00:00.000Z,כלל האוכלוסיה,0,94,2907,0.0,3.2,47.4
114,2021-02-27T00:00:00.000Z,מעל גיל 60,0,27,40,0.0,2.3,10.0
115,2021-02-27T00:00:00.000Z,מתחת לגיל 60,0,33,1003,0.0,1.8,17.6
116,2021-02-27T00:00:00.000Z,כלל האוכלוסיה,0,60,1059,0.0,2.0,17.3
117,2021-02-28T00:00:00.000Z,מעל גיל 60,0,30,101,0.0,2.6,25.7
118,2021-02-28T00:00:00.000Z,כלל האוכלוסיה,0,105,2232,0.0,3.5,37.0
119,2021-02-28T00:00:00.000Z,מתחת לגיל 60,0,75,2118,0.0,4.0,37.6
120,2021-03-01T00:00:00.000Z,כלל האוכלוסיה,0,137,3712,0.0,4.4,62.4
121,2021-03-01T00:00:00.000Z,מתחת לגיל 60,0,87,3515,0.0,4.5,63.2
122,2021-03-01T00:00:00.000Z,מעל גיל 60,0,50,155,0.0,4.3,40.0
123,2021-03-02T00:00:00.000Z,כלל האוכלוסיה,0,140,3311,0.0,4.4,56.4
124,2021-03-02T00:00:00.000Z,מתחת לגיל 60,0,100,3136,0.0,5.0,57.1
125,2021-03-02T00:00:00.000Z,מעל גיל 60,0,40,132,0.0,3.4,34.7
126,2021-03-03T00:00:00.000Z,מתחת לגיל 60,0,98,3322,0.0,4.8,61.4
127,2021-03-03T00:00:00.000Z,מעל גיל 60,0,53,120,0.0,4.5,32.2
128,2021-03-03T00:00:00.000Z,כלל האוכלוסיה,0,152,3482,0.0,4.7,60.2
129,2021-03-04T00:00:00.000Z,מעל גיל 60,0,55,86,0.0,4.7,23.5
130,2021-03-04T00:00:00.000Z,כלל האוכלוסיה,0,141,2750,0.0,4.3,48.3
131,2021-03-04T00:00:00.000Z,מתחת לגיל 60,0,86,2648,0.0,4.1,49.7
132,2021-03-05T00:00:00.000Z,מתחת לגיל 60,0,71,2781,0.0,3.3,52.6
133,2021-03-05T00:00:00.000Z,כלל האוכלוסיה,0,114,2887,0.0,3.4,51.1
134,2021-03-05T00:00:00.000Z,מעל גיל 60,0,43,95,0.0,3.6,26.1
135,2021-03-06T00:00:00.000Z,כלל האוכלוסיה,0,83,1400,0.0,2.5,24.9
136,2021-03-06T00:00:00.000Z,מעל גיל 60,0,26,63,0.0,2.2,17.4
137,2021-03-06T00:00:00.000Z,מתחת לגיל 60,0,57,1330,0.0,2.6,25.3
138,2021-03-07T00:00:00.000Z,מתחת לגיל 60,0,67,1667,0.0,3.0,32.2
139,2021-03-07T00:00:00.000Z,מעל גיל 60,0,26,72,0.0,2.2,20.3
140,2021-03-07T00:00:00.000Z,כלל האוכלוסיה,0,93,1758,0.0,2.7,31.8
141,2021-03-08T00:00:00.000Z,מתחת לגיל 60,0,81,2783,0.0,3.6,54.6
142,2021-03-08T00:00:00.000Z,כלל האוכלוסיה,0,140,2929,0.0,4.0,53.8
143,2021-03-08T00:00:00.000Z,מעל גיל 60,0,59,113,0.0,5.0,32.4
144,2021-03-09T00:00:00.000Z,מתחת לגיל 60,0,87,2308,0.0,3.7,46.0
145,2021-03-09T00:00:00.000Z,כלל האוכלוסיה,0,134,2429,0.0,3.8,45.3
146,2021-03-09T00:00:00.000Z,מעל גיל 60,0,47,92,0.0,3.9,26.9
147,2021-03-10T00:00:00.000Z,מעל גיל 60,0,30,74,0.0,2.5,22.0
148,2021-03-10T00:00:00.000Z,כלל האוכלוסיה,0,131,2231,0.0,3.6,42.2
149,2021-03-10T00:00:00.000Z,מתחת לגיל 60,0,101,2137,0.0,4.2,43.2
150,2021-03-11T00:00:00.000Z,מתחת לגיל 60,0,82,1910,0.0,3.3,39.2
151,2021-03-11T00:00:00.000Z,כלל האוכלוסיה,0,124,1999,0.0,3.3,38.5
152,2021-03-11T00:00:00.000Z,מעל גיל 60,0,42,72,0.0,3.5,21.8
153,2021-03-12T00:00:00.000Z,מעל גיל 60,0,26,86,0.0,2.1,26.3
154,2021-03-12T00:00:00.000Z,כלל האוכלוסיה,0,98,1912,0.0,2.6,37.1
155,2021-03-12T00:00:00.000Z,מתחת לגיל 60,0,72,1803,0.0,2.8,37.4
156,2021-03-13T00:00:00.000Z,מעל גיל 60,0,12,28,0.0,1.0,8.6
157,2021-03-13T00:00:00.000Z,כלל האוכלוסיה,0,39,615,0.0,1.0,12.0
158,2021-03-13T00:00:00.000Z,מתחת לגיל 60,0,27,579,0.0,1.1,12.1
159,2021-03-14T00:00:00.000Z,כלל האוכלוסיה,0,71,1103,0.0,1.8,21.9
160,2021-03-14T00:00:00.000Z,מעל גיל 60,0,23,54,0.0,1.9,17.0
161,2021-03-14T00:00:00.000Z,מתחת לגיל 60,0,48,1042,0.0,1.8,22.1
162,2021-03-15T00:00:00.000Z,מתחת לגיל 60,0,67,1621,0.0,2.5,35.0
163,2021-03-15T00:00:00.000Z,כלל האוכלוסיה,0,96,1710,0.0,2.4,34.6
164,2021-03-15T00:00:00.000Z,מעל גיל 60,0,29,69,0.0,2.4,22.2
165,2021-03-16T00:00:00.000Z,מעל גיל 60,0,19,69,0.0,1.5,22.7
166,2021-03-16T00:00:00.000Z,כלל האוכלוסיה,0,71,1271,0.0,1.8,26.1
167,2021-03-16T00:00:00.000Z,מתחת לגיל 60,0,51,1191,0.0,1.8,26.1
168,2021-03-17T00:00:00.000Z,כלל האוכלוסיה,0,97,1215,0.0,2.4,25.3
169,2021-03-17T00:00:00.000Z,מעל גיל 60,0,24,57,0.0,1.9,19.1
170,2021-03-17T00:00:00.000Z,מתחת לגיל 60,0,72,1150,0.0,2.5,25.5
171,2021-03-18T00:00:00.000Z,מתחת לגיל 60,0,45,948,0.0,1.5,21.3
172,2021-03-18T00:00:00.000Z,כלל האוכלוסיה,0,67,1009,0.0,1.6,21.3
173,2021-03-18T00:00:00.000Z,מעל גיל 60,0,22,48,0.0,1.8,16.4
174,2021-03-19T00:00:00.000Z,כלל האוכלוסיה,0,56,887,0.0,1.3,18.9
175,2021-03-19T00:00:00.000Z,מתחת לגיל 60,0,39,843,0.0,1.3,19.1
176,2021-03-19T00:00:00.000Z,מעל גיל 60,0,17,38,0.0,1.4,13.1
177,2021-03-20T00:00:00.000Z,מתחת לגיל 60,0,13,238,0.0,0.4,5.4
178,2021-03-20T00:00:00.000Z,מעל גיל 60,0,10,33,0.0,0.8,11.4
179,2021-03-20T00:00:00.000Z,כלל האוכלוסיה,0,24,277,0.0,0.6000000000000001,5.9
180,2021-03-21T00:00:00.000Z,מתחת לגיל 60,0,27,481,0.0,0.9,11.1
181,2021-03-21T00:00:00.000Z,מעל גיל 60,0,24,36,0.0,1.9,12.7
182,2021-03-21T00:00:00.000Z,כלל האוכלוסיה,0,51,530,0.0,1.2,11.4
183,2021-03-22T00:00:00.000Z,מעל גיל 60,0,24,45,0.0,1.9,16.2
184,2021-03-22T00:00:00.000Z,כלל האוכלוסיה,0,59,807,0.0,1.3,17.6
185,2021-03-22T00:00:00.000Z,מתחת לגיל 60,0,35,739,0.0,1.1,17.2
186,2021-03-23T00:00:00.000Z,כלל האוכלוסיה,0,44,578,0.0,1.0,12.6
187,2021-03-23T00:00:00.000Z,מתחת לגיל 60,0,35,533,0.0,1.1,12.4
188,2021-03-23T00:00:00.000Z,מעל גיל 60,0,9,33,0.0,0.7000000000000001,12.0
189,2021-03-24T00:00:00.000Z,מתחת לגיל 60,0,41,334,0.0,1.3,7.9
190,2021-03-24T00:00:00.000Z,מעל גיל 60,0,6,25,0.0,0.5,9.2
191,2021-03-24T00:00:00.000Z,כלל האוכלוסיה,0,47,382,0.0,1.0,8.5
192,2021-03-25T00:00:00.000Z,מתחת לגיל 60,0,38,624,0.0,1.2,14.8
193,2021-03-25T00:00:00.000Z,מעל גיל 60,0,31,31,0.0,2.4,11.6
194,2021-03-25T00:00:00.000Z,כלל האוכלוסיה,0,69,670,0.0,1.5,15.0
195,2021-03-26T00:00:00.000Z,מתחת לגיל 60,0,17,411,0.0,0.5,9.8
196,2021-03-26T00:00:00.000Z,מעל גיל 60,0,10,30,0.0,0.8,11.3
197,2021-03-26T00:00:00.000Z,כלל האוכלוסיה,0,27,449,0.0,0.6000000000000001,10.1
198,2021-03-27T00:00:00.000Z,כלל האוכלוסיה,0,12,198,0.0,0.30000000000000004,4.4
199,2021-03-27T00:00:00.000Z,מעל גיל 60,0,5,15,0.0,0.4,5.7
200,2021-03-27T00:00:00.000Z,מתחת לגיל 60,0,7,177,0.0,0.2,4.2
201,2021-03-28T00:00:00.000Z,כלל האוכלוסיה,0,13,102,0.0,0.30000000000000004,2.3
202,2021-03-28T00:00:00.000Z,מתחת לגיל 60,0,10,89,0.0,0.30000000000000004,2.1
203,2021-03-28T00:00:00.000Z,מעל גיל 60,0,3,8,0.0,0.2,3.0
204,2021-03-29T00:00:00.000Z,כלל האוכלוסיה,0,38,287,0.0,0.8,6.5
205,2021-03-29T00:00:00.000Z,מתחת לגיל 60,0,28,256,0.0,0.8,6.2
206,2021-03-29T00:00:00.000Z,מעל גיל 60,0,10,24,0.0,0.8,9.3
207,2021-03-30T00:00:00.000Z,כלל האוכלוסיה,0,32,370,0.0,0.7000000000000001,8.4
208,2021-03-30T00:00:00.000Z,מעל גיל 60,0,10,28,0.0,0.8,10.9
209,2021-03-30T00:00:00.000Z,מתחת לגיל 60,0,22,333,0.0,0.6000000000000001,8.1
210,2021-03-31T00:00:00.000Z,מעל גיל 60,0,12,28,0.0,0.9,11.0
211,2021-03-31T00:00:00.000Z,מתחת לגיל 60,0,31,384,0.0,0.9,9.3
212,2021-03-31T00:00:00.000Z,כלל האוכלוסיה,0,43,419,0.0,0.9,9.6
213,2021-04-01T00:00:00.000Z,כלל האוכלוסיה,0,29,288,0.0,0.6000000000000001,6.6
214,2021-04-01T00:00:00.000Z,מתחת לגיל 60,0,20,259,0.0,0.6000000000000001,6.3
215,2021-04-01T00:00:00.000Z,מעל גיל 60,0,9,23,0.0,0.7000000000000001,9.1
216,2021-04-02T00:00:00.000Z,כלל האוכלוסיה,0,32,362,0.0,0.7000000000000001,8.4
217,2021-04-02T00:00:00.000Z,מתחת לגיל 60,0,21,338,0.0,0.6000000000000001,8.3
218,2021-04-02T00:00:00.000Z,מעל גיל 60,0,11,23,0.0,0.8,9.2
219,2021-04-03T00:00:00.000Z,כלל האוכלוסיה,0,10,100,0.0,0.2,2.3
220,2021-04-03T00:00:00.000Z,מעל גיל 60,0,1,9,0.0,0.1,3.6
221,2021-04-03T00:00:00.000Z,מתחת לגיל 60,0,9,86,0.0,0.30000000000000004,2.1
222,2021-04-04T00:00:00.000Z,כלל האוכלוסיה,0,10,172,0.0,0.2,4.0
223,2021-04-04T00:00:00.000Z,מתחת לגיל 60,0,7,154,0.0,0.2,3.8
224,2021-04-04T00:00:00.000Z,מעל גיל 60,0,3,14,0.0,0.2,5.7
225,2021-04-05T00:00:00.000Z,כלל האוכלוסיה,0,35,327,0.0,0.7000000000000001,7.6
226,2021-04-05T00:00:00.000Z,מעל גיל 60,0,13,15,0.0,1.0,6.1
227,2021-04-05T00:00:00.000Z,מתחת לגיל 60,0,22,305,0.0,0.6000000000000001,7.6
228,2021-04-06T00:00:00.000Z,מעל גיל 60,0,18,23,0.0,1.4,9.5
229,2021-04-06T00:00:00.000Z,כלל האוכלוסיה,0,34,251,0.0,0.7000000000000001,5.9
230,2021-04-06T00:00:00.000Z,מתחת לגיל 60,0,16,221,0.0,0.4,5.5
231,2021-04-07T00:00:00.000Z,כלל האוכלוסיה,0,29,231,0.0,0.6000000000000001,5.4
232,2021-04-07T00:00:00.000Z,מעל גיל 60,0,6,14,0.0,0.5,5.8
233,2021-04-07T00:00:00.000Z,מתחת לגיל 60,0,23,210,0.0,0.6000000000000001,5.2
234,2021-04-08T00:00:00.000Z,כלל האוכלוסיה,0,22,179,0.0,0.4,4.2
235,2021-04-08T00:00:00.000Z,מעל גיל 60,0,9,16,0.0,0.7000000000000001,6.7
236,2021-04-08T00:00:00.000Z,מתחת לגיל 60,0,13,152,0.0,0.4,3.8
237,2021-04-09T00:00:00.000Z,מתחת לגיל 60,0,14,163,0.0,0.4,4.1
238,2021-04-09T00:00:00.000Z,מעל גיל 60,0,11,21,0.0,0.8,8.8
239,2021-04-09T00:00:00.000Z,כלל האוכלוסיה,0,25,189,0.0,0.5,4.5
240,2021-04-10T00:00:00.000Z,מעל גיל 60,0,12,9,0.0,0.9,3.8
241,2021-04-10T00:00:00.000Z,כלל האוכלוסיה,0,20,63,0.0,0.4,1.5
242,2021-04-10T00:00:00.000Z,מתחת לגיל 60,0,8,51,0.0,0.2,1.3
243,2021-04-11T00:00:00.000Z,מתחת לגיל 60,0,17,93,0.0,0.5,2.3
244,2021-04-11T00:00:00.000Z,מעל גיל 60,0,3,15,0.0,0.2,6.4
245,2021-04-11T00:00:00.000Z,כלל האוכלוסיה,0,20,111,0.0,0.4,2.6
246,2021-04-12T00:00:00.000Z,מתחת לגיל 60,0,12,166,0.0,0.30000000000000004,4.2
247,2021-04-12T00:00:00.000Z,מעל גיל 60,0,8,12,0.0,0.6000000000000001,5.1
248,2021-04-12T00:00:00.000Z,כלל האוכלוסיה,0,20,195,0.0,0.4,4.7
249,2021-04-13T00:00:00.000Z,מעל גיל 60,0,3,9,0.0,0.2,3.9
250,2021-04-13T00:00:00.000Z,כלל האוכלוסיה,0,22,171,0.0,0.4,4.1
251,2021-04-13T00:00:00.000Z,מתחת לגיל 60,0,19,154,0.0,0.5,3.9
252,2021-04-14T00:00:00.000Z,כלל האוכלוסיה,0,22,168,0.0,0.4,4.0
253,2021-04-14T00:00:00.000Z,מעל גיל 60,0,5,10,0.0,0.4,4.3
254,2021-04-14T00:00:00.000Z,מתחת לגיל 60,0,17,152,0.0,0.5,3.9
255,2021-04-15T00:00:00.000Z,כלל האוכלוסיה,0,19,74,0.0,0.4,1.8
256,2021-04-15T00:00:00.000Z,מתחת לגיל 60,0,4,61,0.0,0.1,1.6
257,2021-04-15T00:00:00.000Z,מעל גיל 60,0,15,10,0.0,1.1,4.3
258,2021-04-16T00:00:00.000Z,מתחת לגיל 60,0,11,78,0.0,0.30000000000000004,2.0
259,2021-04-16T00:00:00.000Z,מעל גיל 60,0,6,5,0.0,0.5,2.2
260,2021-04-16T00:00:00.000Z,כלל האוכלוסיה,0,17,87,0.0,0.30000000000000004,2.1
261,2021-04-17T00:00:00.000Z,מתחת לגיל 60,0,7,50,0.0,0.2,1.3
262,2021-04-17T00:00:00.000Z,מעל גיל 60,0,10,6,0.0,0.8,2.6
263,2021-04-17T00:00:00.000Z,כלל האוכלוסיה,0,17,66,0.0,0.30000000000000004,1.6
264,2021-04-18T00:00:00.000Z,מתחת לגיל 60,0,13,96,0.0,0.30000000000000004,2.5
265,2021-04-18T00:00:00.000Z,כלל האוכלוסיה,0,21,116,0.0,0.4,2.8
266,2021-04-18T00:00:00.000Z,מעל גיל 60,0,8,9,0.0,0.6000000000000001,3.9
267,2021-04-19T00:00:00.000Z,כלל האוכלוסיה,0,29,103,0.0,0.6000000000000001,2.5
268,2021-04-19T00:00:00.000Z,מתחת לגיל 60,0,17,89,0.0,0.5,2.3
269,2021-04-19T00:00:00.000Z,מעל גיל 60,0,12,5,0.0,0.9,2.2
270,2021-04-20T00:00:00.000Z,מתחת לגיל 60,0,13,115,0.0,0.30000000000000004,2.9
271,2021-04-20T00:00:00.000Z,כלל האוכלוסיה,0,18,135,0.0,0.4,3.3
272,2021-04-20T00:00:00.000Z,מעל גיל 60,0,5,8,0.0,0.4,3.5
273,2021-04-21T00:00:00.000Z,כלל האוכלוסיה,0,27,81,0.0,0.5,2.0
274,2021-04-21T00:00:00.000Z,מתחת לגיל 60,0,21,69,0.0,0.6000000000000001,1.8
275,2021-04-21T00:00:00.000Z,מעל גיל 60,0,6,6,0.0,0.5,2.7
276,2021-04-22T00:00:00.000Z,מעל גיל 60,0,6,6,0.0,0.5,2.7
277,2021-04-22T00:00:00.000Z,מתחת לגיל 60,0,8,95,0.0,0.2,2.4
278,2021-04-22T00:00:00.000Z,כלל האוכלוסיה,0,14,107,0.0,0.30000000000000004,2.6
279,2021-04-23T00:00:00.000Z,מעל גיל 60,0,3,4,0.0,0.2,1.8
280,2021-04-23T00:00:00.000Z,מתחת לגיל 60,0,10,80,0.0,0.30000000000000004,2.1
281,2021-04-23T00:00:00.000Z,כלל האוכלוסיה,0,13,90,0.0,0.30000000000000004,2.2
282,2021-04-24T00:00:00.000Z,כלל האוכלוסיה,0,5,34,0.0,0.1,0.8
