date,tests,tests_result,tests_positive,tests_survey,CountDeath,CountEasyStatus,CountMediumStatus,CountHardStatus,CountBreath,tests_cumulative,new_hospitalized,CountHospitalized,CountBreathCum,CountCriticalStatus,CountSeriousCriticalCum,serious_critical_new,medium_new,easy_new,count_ecmo,tests_positive1,recovered,tests1
06-Mar-2020,274,274,5,0,0,14,0,2,1,2033,3,16,1,0,2,1,0,3,0,4,0,273
07-Mar-2020,336,324,4,0,0,16,0,3,2,2369,3,19,2,0,3,1,0,2,0,4,0,322
08-Mar-2020,421,417,11,0,0,21,0,5,4,2790,8,27,4,0,5,2,0,5,,9,0,407
09-Mar-2020,518,515,6,0,0,35,0,5,4,3308,16,43,4,0,5,0,0,14,0,4,0,509
10-Mar-2020,520,495,37,1,0,55,0,6,5,3828,19,63,5,0,6,1,0,21,0,33,0,487
11-Mar-2020,400,375,20,0,0,76,1,7,6,4228,25,87,6,0,7,1,1,21,0,18,0,369
12-Mar-2020,607,595,24,0,0,99,1,7,6,4835,23,110,6,0,7,0,0,24,0,23,0,587
13-Mar-2020,694,689,36,0,0,114,5,7,6,5529,23,129,6,0,7,0,4,19,0,35,1,685
14-Mar-2020,614,611,32,0,0,155,5,6,4,6143,40,169,6,0,8,1,0,42,0,29,0,603
15-Mar-2020,1183,1125,46,0,0,189,7,9,6,7326,41,208,8,0,11,3,3,36,0,40,0,997
16-Mar-2020,1342,1318,79,0,0,207,6,11,7,8668,24,230,9,0,13,2,0,22,0,73,0,1240
17-Mar-2020,1643,1564,98,1,0,243,7,12,7,10311,48,272,9,0,14,1,1,46,0,94,2,1471
18-Mar-2020,2105,1990,128,0,0,287,12,16,7,12416,54,324,9,0,18,4,5,46,0,125,2,1931
19-Mar-2020,2072,1979,142,0,0,270,12,21,12,14488,30,313,14,0,23,5,1,24,0,134,4,1878
20-Mar-2020,2317,2231,185,0,1,258,15,23,12,16805,30,307,14,0,26,3,3,24,0,168,1,2202
21-Mar-2020,2108,2066,218,0,0,238,22,27,15,18913,34,298,17,0,30,4,7,24,0,209,0,2028
22-Mar-2020,3226,3096,264,1,0,265,33,38,22,22139,54,344,24,0,41,11,12,33,0,252,5,3030
23-Mar-2020,3521,3396,358,1,0,285,37,44,24,25660,58,380,28,0,48,7,6,48,0,349,5,3296
24-Mar-2020,4665,4517,432,0,3,314,49,48,26,30325,81,424,30,0,55,7,12,68,0,420,5,4429
25-Mar-2020,5923,5776,431,0,1,325,54,52,28,36248,81,443,33,0,60,5,7,70,0,423,6,5671
26-Mar-2020,6440,6221,527,1,5,364,67,56,31,42688,81,501,39,0,69,10,16,67,0,520,9,6123
27-Mar-2020,5739,5573,440,1,2,398,71,66,37,48427,110,546,46,0,82,13,10,92,0,431,18,5365
28-Mar-2020,5738,5534,489,1,1,378,83,70,41,54165,52,542,51,0,87,5,15,36,0,476,9,5425
29-Mar-2020,7552,7217,540,2,3,392,88,80,50,61717,69,575,62,0,101,14,18,54,0,528,14,7103
30-Mar-2020,7101,6824,560,0,1,441,106,90,55,68818,122,657,70,0,113,13,30,100,0,549,33,6616
31-Mar-2020,7977,7526,751,0,4,470,117,99,64,76795,109,706,81,0,128,15,36,97,0,738,43,7289
01-Apr-2020,9006,8576,705,7,8,522,143,111,73,85801,148,800,95,0,148,21,47,117,0,693,32,8398
02-Apr-2020,10232,9474,744,3,9,563,145,113,79,96033,115,854,106,0,160,12,29,111,0,724,78,9327
03-Apr-2020,10329,9781,609,2,5,529,159,131,93,106362,98,837,126,1,182,24,45,91,1,600,54,9623
04-Apr-2020,6354,5987,440,1,6,483,170,140,107,112716,71,810,143,1,197,17,23,56,1,427,52,5906
05-Apr-2020,9391,8775,600,0,7,501,193,135,107,122107,99,856,150,1,203,6,35,85,1,584,100,8645
06-Apr-2020,7495,6766,458,0,8,455,208,147,110,129602,93,840,164,1,223,21,66,101,1,449,118,6677
07-Apr-2020,6959,6169,381,0,8,388,204,160,106,136561,73,768,171,2,241,18,39,70,1,376,120,6108
08-Apr-2020,5878,4951,345,156,8,338,196,166,115,142439,58,720,178,1,258,22,34,70,1,340,105,4851
09-Apr-2020,5746,5001,351,263,9,319,189,166,117,148185,64,688,185,1,274,19,35,69,1,340,110,4945
10-Apr-2020,7346,6325,364,505,8,337,173,170,128,155531,55,696,196,1,284,13,23,68,1,355,123,6207
11-Apr-2020,6702,5763,360,945,6,290,163,182,130,162233,40,652,205,1,308,26,42,59,1,342,120,5644
12-Apr-2020,10598,8523,570,1253,6,326,175,177,130,172831,90,697,212,1,326,21,60,100,1,551,258,8335
13-Apr-2020,10943,9176,448,972,9,343,169,192,137,183774,91,724,224,1,352,34,47,100,1,437,277,8468
14-Apr-2020,12675,10958,410,1103,8,342,173,178,134,196449,70,712,228,1,359,8,38,83,1,394,286,10674
15-Apr-2020,9449,7793,318,159,13,346,175,179,133,205898,69,722,241,1,380,26,42,75,1,305,276,7617
16-Apr-2020,12787,11209,303,183,7,366,163,182,137,218685,51,729,251,1,393,19,37,72,1,296,328,11028
17-Apr-2020,11593,9965,307,305,9,348,163,165,124,230278,48,700,254,1,401,13,33,59,1,297,356,9827
18-Apr-2020,10605,8955,294,1300,11,332,141,174,118,240883,41,673,260,1,417,28,29,57,1,288,249,8827
19-Apr-2020,11479,9994,291,1575,8,328,148,157,118,252362,40,661,267,1,425,8,32,48,2,274,380,9830
20-Apr-2020,15364,13287,312,3021,6,321,135,154,123,267726,49,635,276,2,430,11,31,66,3,297,448,13095
21-Apr-2020,13604,11624,287,3057,10,265,146,145,119,281330,27,583,279,3,436,8,36,35,4,279,371,11395
22-Apr-2020,13293,11768,226,2633,3,262,122,149,110,294623,36,555,279,3,444,10,14,46,5,226,391,11432
23-Apr-2020,14178,12251,281,2221,4,251,106,146,115,308801,32,532,283,3,449,11,21,51,5,274,326,11748
24-Apr-2020,12627,10479,252,2497,3,219,109,144,110,321428,26,486,287,3,456,9,24,35,5,250,337,10305
25-Apr-2020,9077,7357,164,145,3,204,105,136,107,330505,8,459,288,3,459,7,18,21,5,159,375,7183
26-Apr-2020,8462,7341,93,280,2,208,91,142,111,338967,32,467,292,3,466,10,10,40,4,82,429,7173
27-Apr-2020,11545,9418,133,10,4,197,89,132,101,350512,21,436,293,3,468,3,20,27,4,127,467,9263
28-Apr-2020,10630,8806,167,3,5,186,85,127,100,361142,28,414,296,3,472,6,17,35,5,161,564,8654
29-Apr-2020,8996,7392,83,5,6,178,86,122,96,370138,22,394,296,3,477,6,17,25,5,82,350,7101
30-Apr-2020,9914,8580,158,9,6,182,87,112,90,380052,19,393,296,3,480,5,28,35,5,143,426,8419
01-May-2020,11052,9220,117,443,4,159,81,109,89,391104,20,368,299,3,484,5,16,28,5,116,423,9046
02-May-2020,5568,4760,57,300,3,163,67,111,90,396672,14,344,300,3,486,7,10,29,5,57,275,4670
03-May-2020,8028,7398,27,1184,3,158,71,101,84,404700,14,347,300,3,486,2,21,22,5,26,285,7155
04-May-2020,9255,7952,55,1048,3,144,71,97,78,413955,18,323,300,2,487,2,12,24,4,55,257,7821
05-May-2020,8955,7685,33,782,2,123,61,91,72,422910,9,291,300,2,487,0,8,19,4,33,316,7478
06-May-2020,9464,8543,66,1922,1,122,61,88,70,432374,15,276,300,2,488,3,9,20,4,65,260,8356
07-May-2020,10119,9130,62,967,1,115,60,84,70,442493,13,266,302,2,489,3,10,15,4,61,225,8925
08-May-2020,8157,7187,33,374,6,116,53,78,64,450650,13,260,303,2,491,3,7,21,4,33,222,7078
09-May-2020,3869,3509,20,165,3,123,50,78,64,454519,10,254,304,2,492,5,8,15,4,20,91,3442
10-May-2020,4943,4410,29,274,4,124,51,74,66,459462,14,261,308,2,495,4,10,17,4,29,168,4244
11-May-2020,9215,7826,39,1623,5,110,54,69,60,468677,9,240,309,2,498,3,9,6,4,39,327,7589
12-May-2020,7529,6674,23,1146,3,105,52,66,56,476206,10,228,310,2,500,3,5,11,4,23,258,6565
13-May-2020,8272,7525,37,2871,3,98,48,61,53,484478,10,216,312,2,502,2,8,16,4,39,177,7374
14-May-2020,8411,7675,22,3158,3,98,43,61,52,492889,6,211,313,2,503,2,8,13,4,22,239,7580
15-May-2020,5694,5073,12,1798,0,89,43,61,52,498583,1,195,313,2,503,0,1,0,4,12,160,5008
16-May-2020,1501,1343,5,214,3,87,40,60,51,500084,4,194,313,1,503,0,0,3,3,5,101,1294
17-May-2020,4631,4219,15,1126,4,97,38,55,45,504715,10,198,314,1,505,3,11,20,2,15,150,4096
18-May-2020,7690,6797,28,1400,3,82,42,52,43,512405,3,181,315,1,506,1,8,6,2,27,273,6704
19-May-2020,7135,6497,22,1713,2,76,43,51,40,519540,7,172,315,1,508,3,9,8,2,22,151,6419
20-May-2020,5968,5620,15,904,1,77,40,46,41,525508,4,169,315,1,508,1,6,7,2,15,109,5537
21-May-2020,6163,5601,22,755,0,77,31,47,37,531671,8,158,315,1,508,2,3,14,2,18,121,5511
22-May-2020,4995,4615,20,1377,0,69,32,46,37,536666,5,151,315,1,508,0,2,3,2,19,161,4523
23-May-2020,718,670,5,0,0,68,33,46,37,537384,3,148,315,1,508,0,2,1,2,5,43,609
24-May-2020,3808,3439,13,248,1,66,36,43,34,541192,0,147,315,1,508,1,6,2,2,13,114,3299
25-May-2020,5333,4850,23,512,2,63,32,41,29,546525,8,138,315,1,509,2,4,9,2,22,132,4773
26-May-2020,6814,6509,53,1844,0,55,37,36,32,553339,3,131,315,1,509,1,8,6,1,50,91,6418
27-May-2020,6727,6440,41,2039,2,50,37,40,36,560066,6,129,316,2,510,5,3,4,1,40,60,6310
28-May-2020,5353,5031,77,1157,1,54,37,36,34,565419,7,128,316,1,510,0,3,8,1,77,112,4931
29-May-2020,1863,1803,113,1,0,49,36,39,37,567282,5,125,317,1,511,4,2,4,1,113,39,1691
30-May-2020,1059,1041,29,0,0,52,43,35,33,568341,5,130,317,1,511,0,8,7,1,29,40,968
31-May-2020,5640,5499,88,392,0,51,47,35,31,573981,5,134,317,1,512,3,8,7,1,87,60,5382
01-Jun-2020,8155,7907,104,1303,3,55,45,32,29,582136,12,138,317,1,512,1,4,14,1,100,67,7754
02-Jun-2020,11752,11573,126,1902,2,53,44,29,29,593888,13,129,318,1,513,2,5,13,1,122,53,11445
03-Jun-2020,13209,13042,99,1938,1,55,42,28,25,607097,8,127,318,1,513,1,6,12,1,96,27,12913
04-Jun-2020,14894,14723,141,787,0,65,37,30,23,621991,11,134,318,1,516,4,4,15,1,142,42,14453
05-Jun-2020,16474,16351,129,1096,1,56,41,29,23,638465,8,127,318,1,516,0,7,8,1,127,37,16181
06-Jun-2020,11537,11442,79,221,4,50,42,29,21,650002,9,125,318,1,519,5,8,8,1,78,24,11359
07-Jun-2020,15098,14892,142,605,2,58,42,29,23,665100,12,131,319,1,523,5,8,11,1,140,42,14720
08-Jun-2020,14641,14485,182,777,0,64,46,30,23,679741,16,142,319,1,525,2,5,14,1,179,39,14256
09-Jun-2020,15052,14855,175,1542,1,63,42,31,24,694793,10,137,321,1,528,3,4,11,1,174,46,14564
10-Jun-2020,18484,18166,240,1493,1,69,45,32,24,713277,25,146,322,1,530,2,6,20,1,241,51,18017
11-Jun-2020,15806,15561,193,1146,0,68,38,35,24,729083,13,142,322,1,534,6,5,16,1,193,55,15430
12-Jun-2020,13132,12880,185,1113,0,66,43,35,25,742215,13,144,323,1,537,3,9,10,1,184,53,12755
13-Jun-2020,6987,6847,150,601,1,61,45,35,26,749202,11,142,324,1,537,2,9,11,1,149,41,6741
14-Jun-2020,8839,8635,140,1179,2,72,48,31,23,758041,15,153,324,1,538,1,13,20,1,137,50,8401
15-Jun-2020,14436,14109,202,1823,0,79,47,36,25,772477,23,163,327,1,545,7,10,21,1,200,88,13814
16-Jun-2020,16229,15914,300,2236,1,77,44,38,26,788706,21,160,330,1,548,4,8,23,1,298,51,15710
17-Jun-2020,16024,15639,273,1923,0,80,49,36,29,804730,23,165,333,1,550,3,14,20,1,268,48,15508
18-Jun-2020,17388,16942,303,2977,0,110,43,40,28,822118,37,193,336,1,555,6,10,42,1,303,50,16809
19-Jun-2020,12787,12450,310,1372,1,111,47,39,29,834905,29,200,337,1,559,6,15,30,1,311,57,12358
20-Jun-2020,6010,5780,161,318,1,129,50,41,28,840915,32,221,337,1,563,4,9,30,1,161,37,5723
21-Jun-2020,9152,8915,174,1169,0,149,59,45,29,850067,38,253,338,0,569,9,23,34,0,174,49,8796
22-Jun-2020,14009,13464,347,997,1,139,56,44,29,864076,23,241,339,0,571,5,15,29,0,344,60,13349
23-Jun-2020,19841,19159,449,3209,2,132,52,40,26,883917,21,228,340,0,573,4,9,26,1,452,84,19025
24-Jun-2020,18393,17875,491,1777,3,139,45,45,27,902310,34,233,341,0,578,6,4,30,1,485,72,17639
25-Jun-2020,18663,17981,514,2974,4,124,56,44,28,920973,26,228,343,0,583,5,22,24,1,516,76,17753
26-Jun-2020,16531,16120,463,1973,3,142,57,45,26,937504,46,247,343,0,589,8,18,48,1,464,130,15923
27-Jun-2020,10489,10057,407,695,3,151,56,40,22,947993,26,251,343,0,590,1,11,30,0,397,50,9762
28-Jun-2020,10389,9901,385,503,2,169,67,39,22,958382,47,278,346,0,594,4,22,42,0,383,139,9688
29-Jun-2020,21017,20265,755,2945,0,168,68,44,24,979399,46,282,347,0,599,7,14,41,0,759,166,19988
30-Jun-2020,20832,20161,790,3179,1,175,68,56,24,1000231,52,300,348,0,611,16,15,46,0,789,127,19754
01-Jul-2020,21460,20842,974,2571,3,204,73,59,24,1021691,82,341,351,0,618,10,24,72,0,968,99,20629
02-Jul-2020,25041,24278,1149,3588,1,204,72,72,28,1046732,64,351,358,0,638,23,29,66,0,1154,124,24019
03-Jul-2020,20953,20485,945,2817,3,205,75,83,29,1067685,56,365,361,0,646,13,19,45,0,941,119,20250
04-Jul-2020,17308,16717,832,1385,5,204,84,85,33,1084993,61,380,367,0,655,11,24,52,0,820,76,16408
05-Jul-2020,21112,20293,835,1662,2,254,82,94,32,1106105,81,432,373,0,668,16,24,77,0,825,143,19960
06-Jul-2020,25597,24758,1138,3194,8,266,96,90,34,1131702,81,460,376,0,675,8,31,67,2,1128,193,24396
07-Jul-2020,28633,27721,1391,3539,5,284,94,94,35,1160335,104,480,378,1,691,22,34,109,2,1384,172,27368
08-Jul-2020,29419,28610,1337,3126,5,297,88,113,38,1189754,91,504,383,1,714,27,31,93,2,1330,226,28276
09-Jul-2020,29981,28954,1535,3300,5,330,99,126,41,1219735,120,560,389,0,746,34,45,114,2,1522,225,28441
10-Jul-2020,25829,24781,1416,3082,4,331,105,130,41,1245564,87,570,390,1,760,14,27,79,2,1405,212,24496
11-Jul-2020,20469,19266,1176,1817,5,315,120,135,46,1266033,91,575,395,0,778,19,37,76,2,1168,191,19049
12-Jul-2020,21763,20310,1238,2795,7,370,125,150,47,1287796,124,651,398,0,806,34,44,117,3,1236,336,19961
13-Jul-2020,29248,27506,1730,4176,4,356,121,183,53,1317044,120,664,408,0,849,51,48,106,3,1717,362,27022
14-Jul-2020,31742,30022,1610,7700,7,317,140,188,55,1348786,108,655,412,0,881,35,56,97,3,1601,314,29329
15-Jul-2020,30691,27943,1886,4689,6,355,121,208,58,1379477,109,692,418,1,918,48,41,105,3,1873,361,27554
16-Jul-2020,31077,28534,1941,7097,9,354,133,208,59,1410554,136,705,426,1,946,36,61,127,3,1936,508,28110
17-Jul-2020,25732,23639,1610,5977,12,340,150,218,58,1436286,139,721,429,1,972,27,34,101,3,1601,481,23390
18-Jul-2020,20455,18230,1453,4810,8,331,150,234,56,1456741,100,723,429,1,1000,32,28,81,2,1444,447,18033
19-Jul-2020,19843,17896,1018,5263,10,417,143,270,73,1476584,156,840,445,1,1066,76,68,153,2,1016,517,17681
20-Jul-2020,27603,24537,1892,5137,12,414,148,264,78,1504187,145,843,456,1,1104,41,59,125,2,1886,626,24283
21-Jul-2020,30177,26815,2012,7571,9,415,142,256,80,1534364,128,822,464,1,1139,40,57,127,2,2004,640,26524
22-Jul-2020,28807,25761,2043,5860,6,386,138,284,79,1563171,136,815,472,1,1193,62,53,119,3,2041,3706,25571
23-Jul-2020,32533,29326,1994,8141,16,363,152,309,83,1595704,127,843,481,1,1248,65,60,99,3,1987,6703,29085
24-Jul-2020,24400,22787,1830,5526,8,339,152,327,86,1620104,104,828,487,1,1283,44,38,78,3,1824,1587,22399
25-Jul-2020,15486,14658,1119,4684,7,324,178,319,97,1635590,90,830,500,1,1304,28,54,71,5,1110,587,14506
26-Jul-2020,12204,11449,1047,423,11,390,197,309,98,1647794,125,907,511,1,1340,44,64,121,6,1040,2722,11206
27-Jul-2020,28245,27311,2053,7411,7,425,182,314,93,1676039,140,928,519,1,1385,54,69,153,8,2048,1755,27050
28-Jul-2020,26635,25809,2121,7934,8,402,185,320,92,1702674,125,917,526,1,1431,53,66,111,9,2120,1549,25520
29-Jul-2020,26229,25507,1957,7375,15,392,173,333,94,1728903,123,916,535,1,1478,59,54,101,10,1957,1393,25224
30-Jul-2020,21956,21296,1793,5027,15,381,172,316,99,1750859,94,885,549,1,1512,39,63,99,10,1786,1675,21004
31-Jul-2020,22898,22174,1363,9892,14,379,172,315,91,1773757,118,882,553,1,1540,31,32,99,10,1359,1294,21985
01-Aug-2020,7790,7483,630,2466,14,374,165,335,91,1781547,107,888,562,0,1584,53,57,102,9,623,534,7371
02-Aug-2020,10087,9633,713,576,12,433,171,347,97,1791634,140,962,570,0,1629,56,57,136,12,708,2427,9452
03-Aug-2020,23468,22643,1810,7095,15,454,147,326,91,1815102,110,953,579,1,1669,44,48,136,14,1799,1778,22443
04-Aug-2020,26099,25144,1730,9776,11,389,165,339,95,1841201,111,913,583,0,1721,62,66,102,13,1726,1642,24880
05-Aug-2020,25792,24953,1697,8861,10,390,165,352,102,1866993,141,919,595,0,1755,41,42,113,13,1686,1476,24669
06-Aug-2020,28763,27917,1675,12490,9,384,152,354,94,1895756,111,911,603,2,1794,47,53,102,14,1675,1742,27695
07-Aug-2020,25310,24574,1763,9847,12,367,159,364,101,1921066,120,906,612,2,1833,47,53,104,14,1761,1207,24411
08-Aug-2020,8583,8148,754,2055,13,343,177,386,99,1929649,99,922,616,2,1876,52,58,77,14,754,603,8042
09-Aug-2020,12163,11591,925,2458,8,424,199,384,107,1941812,146,1018,629,2,1922,51,72,145,15,922,2324,11431
10-Aug-2020,24362,23469,1701,8123,15,370,183,390,107,1966174,104,960,636,3,1958,51,55,84,16,1697,1391,23280
11-Aug-2020,27658,26643,1818,10509,11,345,190,372,108,1993832,104,930,640,1,2002,44,61,97,16,1823,984,26435
12-Aug-2020,26233,25337,1618,10034,16,341,171,370,105,2020065,110,904,646,5,2041,47,49,97,17,1617,1132,25128
13-Aug-2020,28886,27887,1644,13201,16,345,177,370,106,2048951,143,912,658,3,2086,61,69,127,18,1640,1303,27618
14-Aug-2020,20915,20116,1384,7789,12,344,179,369,101,2069866,117,908,662,4,2123,45,52,99,17,1389,986,19964
15-Aug-2020,9396,8869,758,2098,10,361,180,381,108,2079262,119,936,671,3,2158,47,50,105,16,754,566,8773
16-Aug-2020,12387,11673,1053,951,20,424,194,374,105,2091649,136,1013,681,6,2204,52,64,147,16,1069,2217,11540
17-Aug-2020,26061,24984,1653,8114,4,376,182,392,107,2117710,106,964,687,112,2252,62,58,94,17,1649,1186,24779
18-Aug-2020,27887,26828,1654,10274,14,374,184,398,111,2145597,142,978,696,121,2307,64,70,130,16,1647,1114,26643
19-Aug-2020,28401,27343,1647,9461,12,367,177,380,110,2173998,112,951,700,116,2339,43,63,109,17,1639,1470,27063
20-Aug-2020,28843,27891,1491,10804,14,357,176,392,109,2202841,115,947,709,117,2389,61,51,105,16,1485,1425,27474
21-Aug-2020,27218,26409,1503,9043,13,355,169,397,109,2230059,129,947,718,115,2423,49,50,101,17,1491,1037,26152
22-Aug-2020,11059,10551,716,2255,10,357,178,401,113,2241118,98,952,727,120,2451,39,53,83,17,710,662,10409
23-Aug-2020,13297,12629,968,384,13,408,209,403,112,2254415,132,1042,738,119,2510,62,69,121,17,964,2111,12421
24-Aug-2020,30139,28906,1892,7339,16,405,201,422,116,2284554,129,1047,751,124,2571,71,63,114,17,1901,1397,28248
25-Aug-2020,34048,32904,1960,10687,19,390,178,425,115,2318602,117,1023,758,123,2617,59,55,114,17,1958,793,32498
26-Aug-2020,34288,33191,1988,12418,11,420,188,414,115,2352890,165,1038,767,122,2661,53,71,140,16,1984,3627,32726
27-Aug-2020,36465,35356,2117,13333,11,408,190,420,114,2389355,137,1035,773,123,2713,64,66,119,15,2106,1509,34945
28-Aug-2020,23287,22423,1831,5108,13,357,201,416,110,2412642,106,999,778,120,2755,56,66,90,15,1833,1831,22280
29-Aug-2020,10708,10179,902,1565,5,343,194,434,115,2423350,99,984,784,126,2789,45,39,75,16,908,706,10065
30-Aug-2020,13552,12949,1101,2189,14,420,210,451,124,2436902,170,1105,793,133,2843,67,59,144,14,1099,2252,12697
31-Aug-2020,31969,30743,2182,7713,23,447,206,431,118,2468871,156,1118,800,128,2893,65,74,149,14,2171,1464,30132
01-Sep-2020,28468,27603,2252,7374,15,414,197,412,115,2497339,126,1057,809,125,2929,50,69,123,13,2254,1007,27189
02-Sep-2020,35981,34710,3194,10672,13,415,169,417,119,2533320,126,1032,823,125,2980,67,44,130,13,3194,1392,34394
03-Sep-2020,35225,34053,2667,10675,16,431,160,407,114,2568545,143,1046,829,118,3013,43,47,126,13,2666,1792,33681
04-Sep-2020,31548,30802,2628,8509,12,421,147,422,118,2600093,130,1021,836,123,3068,64,50,108,13,2623,1187,30551
05-Sep-2020,15944,15327,1507,2673,15,412,148,442,124,2616037,122,1039,850,133,3119,66,49,103,14,1504,883,15162
06-Sep-2020,19672,18762,2178,437,12,480,185,459,130,2635709,178,1154,859,137,3178,80,84,154,14,2176,2389,18470
07-Sep-2020,41450,40120,3395,9900,17,469,183,461,131,2677159,167,1153,869,138,3230,64,54,142,13,3386,1590,39765
08-Sep-2020,45674,44527,3495,11282,20,492,187,461,139,2722833,168,1172,878,145,3283,64,73,148,14,3488,1423,43646
09-Sep-2020,46407,45216,3992,9513,15,472,189,489,137,2769240,178,1187,887,151,3364,92,80,144,17,3991,1461,44863
10-Sep-2020,48702,47419,4157,7792,14,490,196,495,136,2817942,177,1214,896,153,3423,75,74,157,19,4153,1971,46614
11-Sep-2020,43702,42868,3989,6830,20,487,203,493,129,2861644,152,1218,902,142,3475,59,63,137,17,3973,1769,42479
12-Sep-2020,30570,29834,2709,6681,15,467,206,514,130,2892214,148,1219,911,139,3537,78,60,120,18,2718,1259,29630
13-Sep-2020,34979,33935,3178,4887,17,554,234,518,132,2927193,208,1344,920,152,3606,80,98,186,17,3172,3261,33497
14-Sep-2020,48442,47255,4830,6703,20,576,235,527,131,2975635,214,1378,931,146,3673,80,92,190,17,4803,2391,46788
15-Sep-2020,57757,56386,5541,9016,16,575,232,525,130,3033392,198,1383,941,144,3741,83,81,182,18,5528,2259,55686
16-Sep-2020,54227,53042,4578,9804,26,564,270,531,134,3087619,210,1417,952,143,3821,99,115,188,16,4568,2786,52124
17-Sep-2020,58797,57532,5395,6260,17,578,247,575,139,3146416,221,1445,969,166,3919,121,73,194,16,5378,3704,56656
18-Sep-2020,54471,53294,5341,7329,21,547,255,591,142,3200887,199,1452,983,156,3993,103,94,166,16,5333,2833,52644
19-Sep-2020,42832,41832,3810,10705,28,529,250,613,147,3243719,159,1429,998,164,4069,84,75,125,16,3809,1435,40974
20-Sep-2020,24491,23536,2584,2545,21,619,242,632,156,3268210,220,1530,1010,169,4147,95,79,206,16,2576,2468,21671
21-Sep-2020,34602,33502,3885,5752,32,647,276,654,160,3302812,224,1621,1027,176,4252,124,114,201,15,3870,4638,33053
22-Sep-2020,63044,61254,7071,16207,25,625,293,636,158,3365856,245,1616,1044,183,4337,99,116,208,12,7017,3500,60596
23-Sep-2020,59351,57840,7152,11970,25,638,267,669,151,3425207,244,1634,1051,169,4434,127,103,204,12,7142,3806,57257
24-Sep-2020,67973,66276,8291,14699,31,650,275,674,150,3493180,260,1683,1066,201,4532,116,98,212,15,8259,4570,65395
25-Sep-2020,62716,61313,8410,12331,29,651,255,709,164,3555896,236,1684,1084,208,4642,132,78,199,17,8388,4122,60621
26-Sep-2020,46422,45102,5880,8387,27,639,285,721,179,3602318,216,1702,1110,222,4731,105,108,175,17,5881,2390,44553
27-Sep-2020,25283,24234,3446,2194,31,761,285,740,187,3627601,280,1836,1135,228,4851,131,87,265,17,3436,5666,23232
28-Sep-2020,8220,7704,1162,100,29,671,302,764,186,3635821,181,1800,1149,222,4931,101,102,151,17,1154,2161,7487
29-Sep-2020,34617,33233,5005,2657,35,782,310,806,195,3670438,282,1967,1164,248,5057,145,99,265,17,4988,5763,32636
30-Sep-2020,70151,67866,9061,14378,37,716,287,824,198,3740589,268,1911,1185,251,5184,142,103,222,16,9051,5111,67152
01-Oct-2020,65925,63796,7711,14951,46,678,302,814,182,3806514,264,1884,1198,240,5304,138,131,225,14,7720,5745,63130
02-Oct-2020,62161,59989,7066,15136,25,652,294,848,193,3868675,224,1848,1214,251,5403,126,90,186,12,7053,5565,59377
03-Oct-2020,25139,23571,2579,7927,38,600,330,843,205,3893814,188,1835,1238,260,5487,101,110,137,13,2593,3483,23063
04-Oct-2020,26426,24877,2933,2164,37,655,351,897,209,3920240,262,1965,1256,264,5615,161,126,210,13,2932,8095,24536
05-Oct-2020,52143,49826,5694,13301,27,653,338,871,209,3972383,220,1928,1274,270,5719,117,123,218,15,5702,6940,49439
